__run_id,__done,dataset,hardware,execution_time_(ms),peak_memory_(B),energy_consumption_(J),cpu_energy_(J),gpu_energy_(J),mean_cpu_utilization_(%),mean_gpu_utilization_(%),max_cpu_utilization_(%),max_gpu_utilization_(%)
run_0_repetition_0,DONE,GDS3900_CPM.csv,CPU,22409,2975342592,415.17104454687524,397.2214355468752,17.949609000000002,9.289022449207932,12.201754385964913,100.0,30
run_1_repetition_0,DONE,GDS3900_CPM.csv,GPU,2402,2789564416,102.15380995996094,40.99168395996094,61.16212600000001,11.34492654459817,17.714285714285715,100.0,35
run_2_repetition_0,DONE,GDS3900_TPM.csv,CPU,244691,3527421952,4088.759490966798,4088.759490966798,0,6.99288377280138,3.1110204081632653,100.0,29
run_3_repetition_0,DONE,GDS3900_TPM.csv,GPU,2201,2786664448,88.64659447460937,39.711761474609375,48.934833,11.698264724933185,12.461538461538462,100.0,25
run_4_repetition_0,DONE,low_spar_TPM.csv,CPU,20075,4758269952,831.5244903564453,831.5244903564453,0,48.32615559124479,4.588235294117647,100.0,23
run_5_repetition_0,DONE,low_spar_TPM.csv,GPU,4803,3212832768,199.52623327246093,76.72312927246094,122.80310399999999,9.447029751080734,9.384615384615385,100.0,24
run_6_repetition_0,DONE,high_spar_TPM.csv,CPU,20087,4800327680,828.3051605224609,828.3051605224609,0,48.15677032327535,4.666666666666667,100.0,24
run_7_repetition_0,DONE,high_spar_TPM.csv,GPU,4803,3228119040,193.38602608007812,76.92288208007812,116.463144,9.305675440109693,9.461538461538462,100.0,24
run_8_repetition_0,DONE,high_spar_CPM.csv,CPU,19916,4738961408,823.5127410888672,823.5127410888672,0,48.297123674118865,4.653465346534653,100.0,24
run_9_repetition_0,DONE,high_spar_CPM.csv,GPU,4802,3214163968,191.30641342382813,75.08840942382812,116.218004,9.16135832781975,10.076923076923077,100.0,24
run_10_repetition_0,DONE,low_spar_CPM.csv,CPU,20108,4767211520,835.1523528632813,833.2219848632812,1.930368,47.97050376923061,4.578431372549019,100.0,24
run_11_repetition_0,DONE,low_spar_CPM.csv,GPU,4803,3261407232,193.56789763964662,77.62828063964662,115.939617,9.284515445048992,11.23076923076923,100.0,30
run_0_repetition_1,DONE,GDS3900_CPM.csv,CPU,21808,3028611072,326.22721085546874,324.09002685546875,2.1371840000000004,7.5167257576375395,4.531531531531532,100.0,23
run_1_repetition_1,DONE,GDS3900_CPM.csv,GPU,2202,2810310656,82.76310157128906,39.09083557128906,43.67226599999999,11.930322731916721,13.692307692307692,100.0,26
run_2_repetition_1,DONE,GDS3900_TPM.csv,CPU,250097,3567087616,4213.309692382816,4213.309692382816,0,7.020631365585157,3.1054313099041533,100.0,24
run_3_repetition_1,DONE,GDS3900_TPM.csv,GPU,2201,2849619968,83.92524544335573,38.82455444335574,45.100691,11.709481042165024,11.153846153846153,100.0,22
run_4_repetition_1,DONE,low_spar_TPM.csv,CPU,19889,4887269376,830.7656860351562,830.7656860351562,0,48.60024055617281,4.633663366336633,100.0,25
run_5_repetition_1,DONE,low_spar_TPM.csv,GPU,4802,3255984128,190.08221746484372,76.47650146484375,113.60571599999999,9.259699814021587,9.615384615384615,100.0,23
run_6_repetition_1,DONE,high_spar_TPM.csv,CPU,19902,4825296896,826.2025522167969,825.9040222167969,0.29853,48.28876444933438,4.673267326732673,100.0,25
run_7_repetition_1,DONE,high_spar_TPM.csv,GPU,4802,3252121600,191.19328973242187,75.19137573242188,116.00191399999999,9.188732284765978,10.0,100.0,25
run_8_repetition_1,DONE,high_spar_CPM.csv,CPU,20092,4826226688,825.6942138671839,825.6942138671839,0,48.06600173314412,4.7745098039215685,100.0,27
run_9_repetition_1,DONE,high_spar_CPM.csv,GPU,4603,3268534272,184.41951884960574,73.87387084960574,110.545648,9.555657856464386,10.4,100.0,24
run_10_repetition_1,DONE,low_spar_CPM.csv,CPU,20481,4825354240,831.499359130863,831.499359130863,0,47.29692735866858,4.625,100.0,26
run_11_repetition_1,DONE,low_spar_CPM.csv,GPU,4803,3263447040,191.73513929296874,76.76092529296875,114.97421399999999,9.446877736311691,10.23076923076923,100.0,24
run_0_repetition_2,DONE,GDS3900_CPM.csv,CPU,21608,3060834304,325.6405487060547,325.6405487060547,0,7.539755254983902,4.509090909090909,100.0,24
run_1_repetition_2,DONE,GDS3900_CPM.csv,GPU,2202,2855333888,83.43405131347657,38.20497131347656,45.22908,11.570988785762054,11.846153846153847,100.0,23
run_2_repetition_2,DONE,GDS3900_TPM.csv,CPU,293114,3631386624,5164.81071472168,5164.81071472168,0,7.105851778995447,3.650988411724608,100.0,50
run_3_repetition_2,DONE,GDS3900_TPM.csv,GPU,2201,2891980800,82.04245712890625,39.06793212890625,42.974525,12.056295186281204,14.076923076923077,100.0,25
run_4_repetition_2,DONE,low_spar_TPM.csv,CPU,20097,4862590976,843.3221282958984,843.3221282958984,0,48.80661763762143,8.57843137254902,100.0,37
run_5_repetition_2,DONE,low_spar_TPM.csv,GPU,4802,3345129472,194.54407716308594,79.03196716308594,115.51210999999999,9.692750334739685,15.038461538461538,100.0,37
run_6_repetition_2,DONE,high_spar_TPM.csv,CPU,20078,4901519360,831.8286590576172,831.8286590576172,0,48.21140155970466,9.019607843137255,100.0,35
run_7_repetition_2,DONE,high_spar_TPM.csv,GPU,4802,3407339520,195.55820002246094,78.98484802246094,116.57335199999999,9.50605961221915,14.26923076923077,100.0,36
run_8_repetition_2,DONE,high_spar_CPM.csv,CPU,20101,4888293376,834.7376556396484,834.7376556396484,0,48.823433923662876,9.696078431372548,100.0,36
run_9_repetition_2,DONE,high_spar_CPM.csv,GPU,4802,3341705216,194.11617845312497,79.434814453125,114.68136399999999,9.657510506419037,14.961538461538462,100.0,38
run_10_repetition_2,DONE,low_spar_CPM.csv,CPU,20096,4791808000,842.3291931152344,842.3291931152344,0,48.39128097687282,9.696078431372548,100.0,36
run_11_repetition_2,DONE,low_spar_CPM.csv,GPU,4802,3306315776,193.30517086035155,78.86390686035156,114.441264,9.611729323863983,15.192307692307692,100.0,38
run_0_repetition_3,DONE,GDS3900_CPM.csv,CPU,21810,3186049024,336.91058349609375,336.91058349609375,0,7.674424112648577,9.486486486486486,100.0,37
run_1_repetition_3,DONE,GDS3900_CPM.csv,GPU,2201,2926493696,87.7828543388672,39.23539733886719,48.547457,11.896259984144798,15.76923076923077,100.0,26
run_2_repetition_3,DONE,GDS3900_TPM.csv,CPU,244495,3703087104,4254.936233520508,4254.936233520508,0,7.206300266854026,8.531862745098039,100.0,38
run_3_repetition_3,DONE,GDS3900_TPM.csv,GPU,2201,2952224768,88.03271315917968,40.21598815917969,47.816725,12.264800493533794,17.23076923076923,100.0,36
run_4_repetition_3,DONE,low_spar_TPM.csv,CPU,20493,4924837888,846.13818359375,846.13818359375,0,47.43695377587126,9.173076923076923,100.0,37
run_5_repetition_3,DONE,low_spar_TPM.csv,GPU,4802,3372314624,193.61860936036612,77.43421936036611,116.18439,9.521564222299135,11.653846153846153,100.0,32
run_6_repetition_3,DONE,high_spar_TPM.csv,CPU,20486,4934569984,839.98997784375,834.70458984375,5.285388,47.21777201271974,4.586538461538462,100.0,26
run_7_repetition_3,DONE,high_spar_TPM.csv,GPU,4602,3334168576,185.42235958789792,75.0157775878979,110.40658200000001,9.646280794143678,7.92,100.0,26
run_8_repetition_3,DONE,high_spar_CPM.csv,CPU,19899,4949458944,823.3315582275391,823.3315582275391,0,48.24884462386075,4.356435643564357,100.0,32
run_9_repetition_3,DONE,high_spar_CPM.csv,GPU,4803,3340480512,191.27202780761718,74.55912780761719,116.71289999999999,9.184002170195946,7.961538461538462,100.0,26
run_10_repetition_3,DONE,low_spar_CPM.csv,CPU,20076,4952211456,831.7616577148438,831.7616577148438,0,48.202350106747716,4.284313725490196,100.0,32
run_11_repetition_3,DONE,low_spar_CPM.csv,GPU,4802,3422732288,191.10619562402343,75.72373962402344,115.38245599999999,9.386494212425674,8.192307692307692,100.0,26
run_0_repetition_4,DONE,GDS3900_CPM.csv,CPU,23609,3196444672,333.3867645263672,333.3867645263672,0,7.463954130063454,3.8833333333333333,100.0,26
run_1_repetition_4,DONE,GDS3900_CPM.csv,GPU,2201,2957938688,84.98751835351561,37.32266235351562,47.664856,11.82839648769452,8.76923076923077,100.0,26
run_2_repetition_4,DONE,GDS3900_TPM.csv,CPU,245291,3726041088,4205.351776123047,4205.351776123047,0,6.99847406031206,3.076547231270358,100.0,26
run_3_repetition_4,DONE,GDS3900_TPM.csv,GPU,2201,2956886016,83.24510897558594,38.48997497558594,44.755134,11.632739007472992,9.23076923076923,100.0,26
run_4_repetition_4,DONE,low_spar_TPM.csv,CPU,20087,4892942336,832.6348876953125,832.6348876953125,0,48.28013948161228,4.107843137254902,100.0,26
run_5_repetition_4,DONE,low_spar_TPM.csv,GPU,4803,3354836992,193.25808768945222,75.57498168945222,117.68310600000001,9.204304730662933,9.307692307692308,100.0,32
run_6_repetition_4,DONE,high_spar_TPM.csv,CPU,19894,4904062976,828.4295806884766,828.4295806884766,0,47.918943585293135,4.1683168316831685,100.0,27
run_7_repetition_4,DONE,high_spar_TPM.csv,GPU,4802,3426545664,192.09469039160155,75.85267639160156,116.242014,9.22449840605259,8.423076923076923,100.0,26
run_8_repetition_4,DONE,high_spar_CPM.csv,CPU,19910,4935335936,824.1497192382794,824.1497192382794,0,48.18364719913738,4.247524752475248,100.0,26
run_9_repetition_4,DONE,high_spar_CPM.csv,GPU,4802,3383672832,193.2788442314453,75.91316223144531,117.36568199999999,9.28606456059676,9.076923076923077,100.0,30
run_10_repetition_4,DONE,low_spar_CPM.csv,CPU,20109,4960772096,833.5354919433612,833.5354919433612,0,48.93473483359112,4.176470588235294,100.0,26
run_11_repetition_4,DONE,low_spar_CPM.csv,GPU,4803,3358957568,192.25841330859194,75.79046630859193,116.46794700000001,9.130166434324705,9.0,100.0,28
run_0_repetition_5,DONE,GDS3900_CPM.csv,CPU,21808,3214200832,326.29881286621094,326.29881286621094,0,7.463823198869422,4.009009009009009,100.0,26
run_1_repetition_5,DONE,GDS3900_CPM.csv,GPU,2202,2991505408,86.15790106152343,37.06651306152344,49.091388,11.604246476521858,10.0,100.0,33
run_2_repetition_5,DONE,GDS3900_TPM.csv,CPU,255893,3761618944,4322.273574829102,4322.273574829102,0,7.049090659532298,3.087431693989071,100.0,31
run_3_repetition_5,DONE,GDS3900_TPM.csv,GPU,2201,2997604352,84.5796366367224,38.61395263672239,45.965684,11.83074022944157,9.846153846153847,100.0,26
run_4_repetition_5,DONE,low_spar_TPM.csv,CPU,20285,4959330304,841.1141837841797,840.6476287841797,0.466555,48.07679666419631,4.359223300970874,100.0,33
run_5_repetition_5,DONE,low_spar_TPM.csv,GPU,4802,3401646080,192.39149465917967,76.31755065917969,116.073944,9.183697564097551,8.076923076923077,100.0,25
run_6_repetition_5,DONE,high_spar_TPM.csv,CPU,19898,4983136256,822.4979095458984,822.4979095458984,0,47.74980144512536,3.9603960396039604,100.0,24
run_7_repetition_5,DONE,high_spar_TPM.csv,GPU,4602,3365289984,183.83961244433596,73.54808044433594,110.291532,9.321878378391265,8.36,100.0,25
run_8_repetition_5,DONE,high_spar_CPM.csv,CPU,19900,4907003904,821.8628387451172,821.8628387451172,0,48.239826920008895,4.03960396039604,100.0,25
run_9_repetition_5,DONE,high_spar_CPM.csv,GPU,4602,3373096960,182.6683271201172,73.82182312011719,108.84650400000001,9.501934487819671,7.76,100.0,25
run_10_repetition_5,DONE,low_spar_CPM.csv,CPU,20294,4916957184,834.6282501220667,834.6282501220667,0,47.991676147267654,4.019417475728155,100.0,25
run_11_repetition_5,DONE,low_spar_CPM.csv,GPU,4804,3375726592,193.35991516308593,75.84446716308594,117.515448,9.345967368437693,7.961538461538462,100.0,26
run_0_repetition_6,DONE,GDS3900_CPM.csv,CPU,21808,3218309120,326.8916473388708,326.8916473388708,0,7.50620450790938,4.054054054054054,100.0,27
run_1_repetition_6,DONE,GDS3900_CPM.csv,GPU,2201,2980597760,84.40569884081668,37.002761840816675,47.402937,11.465841854994114,8.923076923076923,100.0,24
run_2_repetition_6,DONE,GDS3900_TPM.csv,CPU,241092,3811614720,4205.067337036133,4205.067337036133,0,6.986864610284245,3.0629660314830156,100.0,26
run_3_repetition_6,DONE,GDS3900_TPM.csv,GPU,2202,3022831616,87.00232593749999,38.5693359375,48.43299,11.794175129670364,8.153846153846153,100.0,28
run_4_repetition_6,DONE,low_spar_TPM.csv,CPU,20089,4981432320,833.124588012688,833.124588012688,0,48.195782588246985,4.117647058823529,100.0,26
run_5_repetition_6,DONE,low_spar_TPM.csv,GPU,4802,3439374336,190.66507553808594,75.95970153808594,114.70537399999999,9.443506254599644,8.076923076923077,100.0,26
run_6_repetition_6,DONE,high_spar_TPM.csv,CPU,19894,4966531072,821.9524230957031,821.9524230957031,0,48.272198767060104,4.158415841584159,100.0,27
run_7_repetition_6,DONE,high_spar_TPM.csv,GPU,4802,3403067392,191.8407247734375,74.5950927734375,117.24563199999999,9.072305949834677,8.076923076923077,100.0,28
run_8_repetition_6,DONE,high_spar_CPM.csv,CPU,19906,5002694656,823.8442687988281,823.8442687988281,0,48.20368146335725,4.128712871287129,100.0,27
run_9_repetition_6,DONE,high_spar_CPM.csv,GPU,4602,3421290496,183.3703838359375,72.5726318359375,110.79775200000002,9.405515276789664,8.16,100.0,27
run_10_repetition_6,DONE,low_spar_CPM.csv,CPU,19889,5002346496,828.3968353271484,828.3968353271484,0,47.851750060473336,4.287128712871287,100.0,29
run_11_repetition_6,DONE,low_spar_CPM.csv,GPU,4803,3444039680,193.7850174697193,75.45350646971929,118.331511,9.226589535291378,8.076923076923077,100.0,27
run_0_repetition_7,DONE,GDS3900_CPM.csv,CPU,21809,3229982720,323.58811950683594,323.58811950683594,0,7.528947278991476,4.063063063063063,100.0,26
run_1_repetition_7,DONE,GDS3900_CPM.csv,GPU,2202,3012251648,81.78446281639899,37.055236816398974,44.729226000000004,11.520151981940636,9.846153846153847,100.0,29
run_2_repetition_7,DONE,GDS3900_TPM.csv,CPU,246099,3809931264,4281.443023681641,4281.443023681641,0,6.994631649575547,3.0714285714285716,100.0,26
run_3_repetition_7,DONE,GDS3900_TPM.csv,GPU,2202,3042930688,85.04412133593749,38.6898193359375,46.354302,11.55474250133221,8.153846153846153,100.0,26
run_4_repetition_7,DONE,low_spar_TPM.csv,CPU,20296,5056552960,840.6423797607349,840.6423797607349,0,47.9599410906,4.165048543689321,100.0,27
run_5_repetition_7,DONE,low_spar_TPM.csv,GPU,4803,3462553600,187.30221092578125,74.65264892578125,112.649562,9.277395440981937,8.423076923076923,100.0,29
run_6_repetition_7,DONE,high_spar_TPM.csv,CPU,19895,5011865600,823.7233581542969,823.7233581542969,0,48.32019486610252,4.2772277227722775,100.0,27
run_7_repetition_7,DONE,high_spar_TPM.csv,GPU,4802,3466911744,192.29972367773436,75.36141967773438,116.93830399999999,9.314123774950321,8.153846153846153,100.0,26
run_8_repetition_7,DONE,high_spar_CPM.csv,CPU,19888,4934995968,822.2581787109302,822.2581787109302,0,48.26397177724556,4.415841584158416,100.0,29
run_9_repetition_7,DONE,high_spar_CPM.csv,GPU,4601,3498418176,183.78847149121094,73.51170349121094,110.276768,9.425078830718995,8.12,100.0,27
run_10_repetition_7,DONE,low_spar_CPM.csv,CPU,20108,5064544256,828.7513122558594,828.7513122558594,0,48.552975814132125,4.284313725490196,100.0,28
run_11_repetition_7,DONE,low_spar_CPM.csv,GPU,4803,3479891968,189.07617671191406,74.16920471191406,114.906972,9.143150670597187,8.653846153846153,100.0,28
run_0_repetition_8,DONE,GDS3900_CPM.csv,CPU,21809,3261239296,322.0514831542969,322.0514831542969,0,7.533631196967116,4.162162162162162,100.0,27
run_1_repetition_8,DONE,GDS3900_CPM.csv,GPU,2201,3044560896,85.97820988671876,37.77410888671875,48.204101,11.797478992205399,8.23076923076923,100.0,27
run_2_repetition_8,DONE,GDS3900_TPM.csv,CPU,253086,3836932096,-61268.51370995996,-61289.77293395996,21.259224000000003,7.039556547811207,3.068666140489345,100.0,29
run_3_repetition_8,DONE,GDS3900_TPM.csv,GPU,2201,3058155520,86.78375741503906,37.68605041503906,49.097707,11.472124998386091,8.923076923076923,100.0,32
run_4_repetition_8,DONE,low_spar_TPM.csv,CPU,20082,4981530624,835.9440765380855,835.9440765380855,0,48.25735311049456,4.245098039215686,100.0,24
run_5_repetition_8,DONE,low_spar_TPM.csv,GPU,4803,3516624896,192.1543768916011,77.14173889160111,115.012638,9.283987530148947,7.653846153846154,100.0,24
run_6_repetition_8,DONE,high_spar_TPM.csv,CPU,20093,5082718208,827.6141510009766,827.6141510009766,0,47.296541361832155,4.372549019607843,100.0,28
run_7_repetition_8,DONE,high_spar_TPM.csv,GPU,4802,3457396736,190.67304180761718,75.87162780761719,114.801414,9.17655796271104,8.653846153846153,100.0,27
run_8_repetition_8,DONE,high_spar_CPM.csv,CPU,20092,5085638656,827.2127685546875,827.2127685546875,0,47.35223391535236,4.166666666666667,100.0,26
run_9_repetition_8,DONE,high_spar_CPM.csv,GPU,4602,3472019456,183.09439497460937,71.73519897460938,111.35919600000001,9.35310824394226,9.04,100.0,29
run_10_repetition_8,DONE,low_spar_CPM.csv,CPU,20097,5043507200,832.2249603271484,832.2249603271484,0,48.03764184608179,4.264705882352941,100.0,26
run_11_repetition_8,DONE,low_spar_CPM.csv,GPU,4803,3484442624,190.69443874218933,74.81726074218932,115.877178,9.165617951980003,8.26923076923077,100.0,26
run_0_repetition_9,DONE,GDS3900_CPM.csv,CPU,21608,3295395840,324.02748107910156,324.02748107910156,0,7.520237769863822,4.181818181818182,100.0,28
run_1_repetition_9,DONE,GDS3900_CPM.csv,GPU,2202,3066298368,82.75246577246094,37.19969177246094,45.552774,11.6884064582678,8.0,100.0,24
run_2_repetition_9,DONE,GDS3900_TPM.csv,CPU,245292,3850985472,4054.3839416503924,4054.3839416503924,0,6.999694179136804,3.066775244299674,100.0,25
run_3_repetition_9,DONE,GDS3900_TPM.csv,GPU,2202,3098529792,86.44872075585937,38.009124755859375,48.439596,11.612603604793549,9.153846153846153,100.0,27
run_4_repetition_9,DONE,low_spar_TPM.csv,CPU,20103,5036146688,832.845458984375,832.845458984375,0,48.11973476073905,4.254901960784314,100.0,28
run_5_repetition_9,DONE,low_spar_TPM.csv,GPU,4802,3493437440,189.12926316015626,74.42388916015625,114.70537399999999,9.055739120795176,8.461538461538462,100.0,27
run_6_repetition_9,DONE,high_spar_TPM.csv,CPU,19889,5077835776,821.6098022460901,821.6098022460901,0,48.25666381699024,4.108910891089109,100.0,27
run_7_repetition_9,DONE,high_spar_TPM.csv,GPU,4602,3507089408,183.17625340820314,73.85574340820312,109.32051000000001,9.474270362854003,9.4,100.0,29
run_8_repetition_9,DONE,high_spar_CPM.csv,CPU,19904,5114650624,824.6878204345703,824.6878204345703,0,48.794674017346736,4.099009900990099,100.0,27
run_9_repetition_9,DONE,high_spar_CPM.csv,GPU,4803,3495424000,191.9217126230505,75.89083862305051,116.030874,9.260293453931808,8.576923076923077,100.0,27
run_10_repetition_9,DONE,low_spar_CPM.csv,CPU,20081,5044670464,829.1664123535156,829.1664123535156,0,48.098981442989086,4.117647058823529,100.0,27
